,[0],"[0, 1]","[0, 2]","[0, 3]","[0, 4]","[0, 5]","[0, 6]","[0, 1, 2]","[0, 1, 3]","[0, 1, 4]","[0, 1, 5]","[0, 1, 6]","[0, 2, 3]","[0, 2, 4]","[0, 2, 5]","[0, 2, 6]","[0, 2, 7]","[0, 3, 4]","[0, 3, 5]","[0, 3, 6]","[0, 3, 7]","[0, 4, 5]","[0, 4, 6]","[0, 4, 7]","[0, 4, 8]","[0, 5, 6]"
Op. 31 v,0.0,3.308823529411765,0.0,0.3676470588235294,3.308823529411765,0.0,0.0,10.294117647058822,0.0,25.36764705882353,8.088235294117647,0.3676470588235294,0.3676470588235294,0.0,0.0,0.0,0.0,26.838235294117645,0.0,0.0,0.7352941176470588,13.970588235294118,0.0,1.1029411764705883,5.88235294117647,0.0
Op. 31 vi,0.0,0.4975124378109453,0.4975124378109453,0.0,4.975124378109453,0.0,0.0,6.965174129353234,0.9950248756218906,20.8955223880597,16.91542288557214,0.0,1.4925373134328357,0.4975124378109453,0.0,0.0,0.0,23.88059701492537,0.0,0.0,0.0,16.417910447761194,0.0,0.0,5.970149253731343,0.0
Op. 4 i,3.203661327231121,21.96796338672769,4.3478260869565215,3.203661327231121,2.2883295194508007,3.4324942791762014,1.1441647597254003,5.263157894736842,3.4324942791762014,5.034324942791762,5.949656750572083,4.3478260869565215,2.059496567505721,1.3729977116704806,1.3729977116704806,4.3478260869565215,2.517162471395881,5.034324942791762,1.1441647597254003,1.8306636155606408,2.059496567505721,5.034324942791762,3.6613272311212817,1.6018306636155606,0.2288329519450801,4.118993135011442
Op. 4 ii,0.0,26.4026402640264,3.3003300330033,0.9900990099009901,1.9801980198019802,1.3201320132013201,0.33003300330033003,19.801980198019802,3.9603960396039604,3.3003300330033,3.6303630363036308,4.9504950495049505,4.29042904290429,1.9801980198019802,0.33003300330033003,2.9702970297029703,0.9900990099009901,1.65016501650165,2.31023102310231,2.31023102310231,0.9900990099009901,2.31023102310231,3.3003300330033,0.33003300330033003,0.0,6.270627062706271
Op. 4 iii,0.0,10.894941634241246,8.949416342412452,0.0,1.556420233463035,0.7782101167315175,0.38910505836575876,10.116731517509727,3.8910505836575875,3.11284046692607,8.949416342412452,5.447470817120623,3.8910505836575875,2.7237354085603114,3.8910505836575875,5.058365758754864,2.3346303501945527,1.9455252918287937,1.9455252918287937,1.556420233463035,3.11284046692607,6.614785992217899,3.501945525291829,1.9455252918287937,1.1673151750972763,6.22568093385214
Op. 4 iv,0.0,10.0,2.5,5.0,2.5,0.0,2.5,15.0,10.0,10.0,2.5,5.0,5.0,0.0,5.0,2.5,0.0,2.5,0.0,0.0,0.0,5.0,7.5,0.0,2.5,5.0
Op. 4 v,5.445544554455446,27.22772277227723,11.881188118811881,2.4752475247524752,1.4851485148514851,0.0,0.0,19.801980198019802,3.4653465346534658,3.4653465346534658,0.9900990099009901,0.9900990099009901,2.9702970297029703,5.9405940594059405,0.49504950495049505,1.9801980198019802,0.0,1.9801980198019802,0.49504950495049505,0.9900990099009901,0.9900990099009901,2.4752475247524752,0.49504950495049505,0.9900990099009901,0.9900990099009901,1.9801980198019802
Op. 5 i,8.85057471264368,15.057471264367816,3.67816091954023,5.977011494252873,8.39080459770115,4.942528735632184,0.6896551724137931,4.827586206896552,5.172413793103448,4.482758620689655,2.0689655172413794,2.7586206896551726,3.4482758620689653,2.528735632183908,0.45977011494252873,1.3793103448275863,1.264367816091954,8.735632183908045,1.4942528735632183,1.264367816091954,1.4942528735632183,3.793103448275862,3.4482758620689653,1.4942528735632183,0.22988505747126436,2.0689655172413794
Op. 5 ii,0.0,6.896551724137931,20.689655172413794,3.4482758620689653,1.7241379310344827,1.7241379310344827,0.0,10.344827586206897,5.172413793103448,6.896551724137931,5.172413793103448,3.4482758620689653,3.4482758620689653,0.0,0.0,3.4482758620689653,0.0,3.4482758620689653,3.4482758620689653,1.7241379310344827,1.7241379310344827,5.172413793103448,5.172413793103448,1.7241379310344827,0.0,5.172413793103448
Op. 5 iii,7.051282051282051,5.128205128205128,0.641025641025641,0.3205128205128205,0.9615384615384616,0.0,0.3205128205128205,5.128205128205128,2.2435897435897436,2.564102564102564,3.8461538461538463,0.3205128205128205,14.102564102564102,0.9615384615384616,0.0,2.8846153846153846,0.0,23.076923076923077,0.3205128205128205,0.3205128205128205,0.641025641025641,8.012820512820513,16.666666666666664,0.641025641025641,0.9615384615384616,2.8846153846153846
Op. 5 iv,0.0,4.166666666666666,0.0,1.3888888888888888,1.3888888888888888,1.3888888888888888,0.0,6.944444444444445,0.0,1.3888888888888888,12.5,11.11111111111111,0.0,0.0,0.0,0.0,9.722222222222223,4.166666666666666,0.0,4.166666666666666,1.3888888888888888,0.0,8.333333333333332,4.166666666666666,25.0,2.7777777777777777
Op. 5 v,15.476190476190476,2.976190476190476,7.738095238095238,11.30952380952381,7.142857142857142,2.976190476190476,2.380952380952381,1.7857142857142856,0.5952380952380952,9.523809523809524,3.571428571428571,1.1904761904761905,0.0,1.7857142857142856,3.571428571428571,1.7857142857142856,1.1904761904761905,1.1904761904761905,1.7857142857142856,1.7857142857142856,1.7857142857142856,3.571428571428571,4.761904761904762,5.952380952380952,1.7857142857142856,2.380952380952381
Op. 6 i,0.3448275862068966,14.482758620689657,4.137931034482759,4.827586206896552,5.172413793103448,0.6896551724137931,1.7241379310344827,7.241379310344828,5.862068965517241,7.241379310344828,1.7241379310344827,1.7241379310344827,6.896551724137931,12.068965517241379,0.3448275862068966,1.7241379310344827,0.6896551724137931,10.0,1.0344827586206897,1.7241379310344827,0.3448275862068966,7.586206896551724,1.3793103448275863,0.0,1.0344827586206897,0.0
Op. 6 ii,20.436507936507937,25.992063492063494,17.063492063492063,3.968253968253968,4.365079365079365,1.5873015873015872,1.3888888888888888,7.5396825396825395,2.1825396825396823,1.984126984126984,1.3888888888888888,0.992063492063492,1.7857142857142856,0.3968253968253968,0.1984126984126984,0.1984126984126984,0.0,1.5873015873015872,0.7936507936507936,0.7936507936507936,0.0,1.7857142857142856,1.1904761904761905,0.7936507936507936,0.1984126984126984,1.3888888888888888
Op. 6 iii,35.0,1.6666666666666667,1.6666666666666667,6.666666666666667,3.3333333333333335,3.3333333333333335,1.6666666666666667,1.6666666666666667,1.6666666666666667,5.0,5.0,3.3333333333333335,3.3333333333333335,6.666666666666667,1.6666666666666667,5.0,3.3333333333333335,0.0,6.666666666666667,1.6666666666666667,0.0,1.6666666666666667,0.0,0.0,0.0,0.0
Op. 6 iv,29.145728643216078,24.623115577889447,2.512562814070352,1.0050251256281406,0.0,0.0,0.5025125628140703,14.572864321608039,8.542713567839195,4.0201005025125625,1.507537688442211,0.5025125628140703,2.0100502512562812,1.507537688442211,1.0050251256281406,1.0050251256281406,0.0,2.512562814070352,0.5025125628140703,0.0,1.0050251256281406,1.0050251256281406,1.0050251256281406,0.0,0.0,1.507537688442211
Op. 6 v,7.82122905027933,8.379888268156424,21.22905027932961,19.553072625698324,1.675977653631285,17.318435754189945,0.5586592178770949,5.027932960893855,2.2346368715083798,5.027932960893855,1.1173184357541899,0.5586592178770949,0.5586592178770949,0.0,0.0,1.1173184357541899,0.0,1.675977653631285,0.0,0.0,0.5586592178770949,1.675977653631285,2.2346368715083798,0.5586592178770949,0.5586592178770949,0.5586592178770949
Op. 6 vi,0.0,44.927536231884055,26.811594202898554,0.0,0.0,0.0,0.0,7.971014492753622,0.0,2.1739130434782608,2.1739130434782608,0.7246376811594203,0.0,1.4492753623188406,0.7246376811594203,0.0,0.7246376811594203,8.695652173913043,0.0,0.0,0.7246376811594203,0.7246376811594203,0.7246376811594203,1.4492753623188406,0.0,0.0
Op. 7 i,0.0,7.5,55.00000000000001,2.5,0.0,0.0,0.0,10.0,0.0,0.0,2.5,0.0,2.5,2.5,5.0,0.0,0.0,5.0,2.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Op. 7 ii,21.881390593047033,12.065439672801636,5.521472392638037,4.703476482617587,6.134969325153374,0.81799591002045,1.0224948875255624,5.930470347648262,4.294478527607362,4.4989775051124745,2.044989775051125,3.476482617586912,2.4539877300613497,1.6359918200409,1.8404907975460123,1.8404907975460123,1.0224948875255624,3.067484662576687,2.2494887525562373,1.6359918200409,2.044989775051125,2.8629856850715747,2.4539877300613497,1.0224948875255624,0.408997955010225,3.067484662576687
Op. 7 iii,0.0,19.35483870967742,0.0,0.0,0.0,0.0,0.0,3.225806451612903,0.0,3.225806451612903,3.225806451612903,12.903225806451612,3.225806451612903,0.0,3.225806451612903,0.0,0.0,3.225806451612903,3.225806451612903,0.0,6.451612903225806,9.67741935483871,3.225806451612903,6.451612903225806,0.0,19.35483870967742
Op. 7 iv,8.421052631578947,15.789473684210526,10.526315789473683,1.0526315789473684,3.1578947368421053,2.1052631578947367,1.0526315789473684,5.263157894736842,3.1578947368421053,2.1052631578947367,3.1578947368421053,3.1578947368421053,2.1052631578947367,2.1052631578947367,3.1578947368421053,3.1578947368421053,0.0,4.2105263157894735,2.1052631578947367,2.1052631578947367,1.0526315789473684,11.578947368421053,1.0526315789473684,0.0,2.1052631578947367,6.315789473684211
Op. 8 i,11.363636363636363,6.0606060606060606,3.787878787878788,6.0606060606060606,3.787878787878788,0.7575757575757576,0.7575757575757576,13.636363636363635,4.545454545454546,5.303030303030303,3.787878787878788,4.545454545454546,4.545454545454546,5.303030303030303,2.272727272727273,3.0303030303030303,0.0,3.0303030303030303,0.0,1.5151515151515151,0.0,4.545454545454546,3.787878787878788,0.7575757575757576,0.0,6.8181818181818175
Op. 8 ii,4.545454545454546,3.4090909090909087,4.545454545454546,2.272727272727273,0.0,1.1363636363636365,1.1363636363636365,14.772727272727273,3.4090909090909087,6.8181818181818175,6.8181818181818175,6.8181818181818175,11.363636363636363,3.4090909090909087,0.0,3.4090909090909087,1.1363636363636365,3.4090909090909087,0.0,2.272727272727273,2.272727272727273,4.545454545454546,5.681818181818182,1.1363636363636365,0.0,5.681818181818182
Op. 9 i,12.0,4.0,32.0,4.0,0.0,0.0,0.0,4.0,8.0,0.0,4.0,4.0,8.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0
Op. 9 ii,12.903225806451612,11.29032258064516,9.67741935483871,6.451612903225806,8.064516129032258,6.451612903225806,4.838709677419355,4.838709677419355,3.225806451612903,1.6129032258064515,6.451612903225806,1.6129032258064515,3.225806451612903,0.0,0.0,3.225806451612903,1.6129032258064515,3.225806451612903,0.0,0.0,0.0,4.838709677419355,0.0,3.225806451612903,1.6129032258064515,1.6129032258064515
Op. 9 iii,11.864406779661017,6.779661016949152,16.94915254237288,5.084745762711865,1.694915254237288,3.389830508474576,16.94915254237288,3.389830508474576,1.694915254237288,3.389830508474576,5.084745762711865,5.084745762711865,3.389830508474576,0.0,3.389830508474576,1.694915254237288,1.694915254237288,1.694915254237288,1.694915254237288,0.0,1.694915254237288,0.0,1.694915254237288,0.0,0.0,1.694915254237288
Op. 9 iv,61.19402985074627,16.417910447761194,0.0,0.0,1.4925373134328357,0.0,7.462686567164178,0.0,1.4925373134328357,2.9850746268656714,2.9850746268656714,1.4925373134328357,0.0,0.0,0.0,0.0,0.0,1.4925373134328357,0.0,0.0,0.0,1.4925373134328357,0.0,0.0,0.0,1.4925373134328357
Op. 9 v,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Op. 9 vi,0.0,0.0,5.555555555555555,0.0,5.555555555555555,0.0,0.0,0.0,0.0,11.11111111111111,11.11111111111111,5.555555555555555,0.0,0.0,5.555555555555555,5.555555555555555,5.555555555555555,11.11111111111111,0.0,11.11111111111111,5.555555555555555,0.0,0.0,5.555555555555555,0.0,11.11111111111111
Total,6.302840806416822,8.50380221402378,3.831660990474714,2.411160397170975,2.3155756440158037,1.326396489844085,0.9888681210219191,10.261328389697555,6.206189289758662,9.074114820648093,5.388518220147699,3.6961451931213274,5.808286095185411,1.9599385501074942,1.363195117219327,2.114642880336351,0.916740468979994,8.848211239685172,1.258101260855715,1.7631070394790647,1.2846980230839649,4.9456233068641975,2.374132001237661,1.226787467726642,1.8393095128673038,3.9906264600302643
