,[0],"[0, 1]","[0, 2]","[0, 3]","[0, 4]","[0, 5]","[0, 6]","[0, 1, 2]","[0, 1, 3]","[0, 1, 4]","[0, 1, 5]","[0, 1, 6]","[0, 2, 4]","[0, 2, 5]","[0, 2, 6]","[0, 2, 7]","[0, 3, 6]","[0, 3, 7]","[0, 4, 8]"
Op. 6 vi,0.0,44.927536231884055,26.811594202898554,0.0,0.0,0.0,0.0,7.971014492753622,0.0,10.869565217391305,2.898550724637681,0.7246376811594203,1.4492753623188406,0.7246376811594203,0.7246376811594203,0.7246376811594203,0.0,2.1739130434782608,0.0
Op. 7 i,0.0,7.5,55.00000000000001,2.5,0.0,0.0,0.0,10.0,2.5,5.0,2.5,0.0,2.5,7.5,0.0,0.0,0.0,5.0,0.0
Op. 7 ii,21.881390593047033,12.065439672801636,5.521472392638037,4.703476482617587,6.134969325153374,0.81799591002045,1.0224948875255624,5.930470347648262,6.748466257668712,7.566462167689162,4.9079754601226995,6.5439672801636,1.6359918200409,4.08997955010225,4.294478527607362,1.0224948875255624,1.6359918200409,3.067484662576687,0.408997955010225
Op. 7 iii,0.0,19.35483870967742,0.0,0.0,0.0,0.0,0.0,3.225806451612903,3.225806451612903,6.451612903225806,12.903225806451612,32.25806451612903,0.0,6.451612903225806,3.225806451612903,0.0,0.0,12.903225806451612,0.0
Op. 7 iv,8.421052631578947,15.789473684210526,10.526315789473683,1.0526315789473684,3.1578947368421053,2.1052631578947367,1.0526315789473684,5.263157894736842,5.263157894736842,6.315789473684211,14.736842105263156,9.473684210526317,2.1052631578947367,5.263157894736842,4.2105263157894735,0.0,2.1052631578947367,1.0526315789473684,2.1052631578947367
Op. 8 i,11.363636363636363,6.0606060606060606,3.787878787878788,6.0606060606060606,3.787878787878788,0.7575757575757576,0.7575757575757576,13.636363636363635,9.090909090909092,8.333333333333332,8.333333333333332,11.363636363636363,5.303030303030303,2.272727272727273,6.8181818181818175,0.0,1.5151515151515151,0.7575757575757576,0.0
Op. 8 ii,4.545454545454546,3.4090909090909087,4.545454545454546,2.272727272727273,0.0,1.1363636363636365,1.1363636363636365,14.772727272727273,14.772727272727273,10.227272727272728,11.363636363636363,12.5,3.4090909090909087,0.0,9.090909090909092,1.1363636363636365,2.272727272727273,3.4090909090909087,0.0
Op. 9 i,12.0,4.0,32.0,4.0,0.0,0.0,0.0,4.0,16.0,0.0,4.0,4.0,4.0,0.0,8.0,0.0,0.0,4.0,4.0
Op. 9 ii,12.903225806451612,11.29032258064516,9.67741935483871,6.451612903225806,8.064516129032258,6.451612903225806,4.838709677419355,4.838709677419355,6.451612903225806,4.838709677419355,11.29032258064516,3.225806451612903,0.0,0.0,3.225806451612903,1.6129032258064515,0.0,3.225806451612903,1.6129032258064515
Op. 9 iii,11.864406779661017,6.779661016949152,16.94915254237288,5.084745762711865,1.694915254237288,3.389830508474576,16.94915254237288,3.389830508474576,5.084745762711865,5.084745762711865,5.084745762711865,6.779661016949152,0.0,5.084745762711865,3.389830508474576,1.694915254237288,0.0,1.694915254237288,0.0
Op. 9 iv,61.19402985074627,16.417910447761194,0.0,0.0,1.4925373134328357,0.0,7.462686567164178,0.0,1.4925373134328357,4.477611940298507,4.477611940298507,2.9850746268656714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Op. 9 v,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Op. 9 vi,0.0,0.0,5.555555555555555,0.0,5.555555555555555,0.0,0.0,0.0,0.0,22.22222222222222,11.11111111111111,16.666666666666664,0.0,5.555555555555555,5.555555555555555,5.555555555555555,11.11111111111111,11.11111111111111,0.0
Total,6.302840806416824,8.503802214023782,3.8316609904747154,2.411160397170976,2.3155756440158046,1.3263964898440854,0.9888681210219195,10.261328389697558,12.014475384944074,17.922326060333276,10.334141527011887,7.686771653151592,1.9599385501074948,2.621296378075043,4.488774881574016,0.9167404689799943,1.7631070394790653,2.5114854908106072,1.8393095128673047
