Duration,[0],[0 1],[0 2],[0 3],[0 4],[0 5],[0 6],[0 1 2],[0 1 3],[0 1 4],[0 1 5],[0 1 6],[0 2 4],[0 2 5],[0 2 6],[0 2 7],[0 3 6],[0 3 7],[0 4 8],[0 1 2 3],[0 1 2 4],[0 1 2 5],[0 1 2 6],[0 1 2 7],[0 1 3 4],[0 1 3 5],[0 1 3 6],[0 1 3 7],[0 1 4 5],[0 1 4 6],[0 1 4 7],[0 1 4 8],[0 1 5 6],[0 1 5 7],[0 1 5 8],[0 1 6 7],[0 2 3 5],[0 2 3 6],[0 2 3 7],[0 2 4 6],[0 2 4 7],[0 2 4 8],[0 2 5 7],[0 2 5 8],[0 2 6 8],[0 3 4 7],[0 3 5 8],[0 3 6 9],[0 1 2 3 4],[0 1 2 3 5],[0 1 2 3 6],[0 1 2 3 7],[0 1 2 4 5],[0 1 2 4 6],[0 1 2 4 7],[0 1 2 4 8],[0 1 2 5 6],[0 1 2 5 7],[0 1 2 5 8],[0 1 2 6 7],[0 1 2 6 8],[0 1 3 4 6],[0 1 3 4 7],[0 1 3 4 8],[0 1 3 5 6],[0 1 3 5 7],[0 1 3 5 8],[0 1 3 6 7],[0 1 3 6 8],[0 1 3 6 9],[0 1 3 7 8],[0 1 4 5 7],[0 1 4 5 8],[0 1 4 6 8],[0 1 4 6 9],[0 1 4 7 8],[0 2 3 4 6],[0 2 3 4 7],[0 2 3 5 7],[0 2 3 5 8],[0 2 3 6 8],[0 2 4 5 8],[0 2 4 6 8],[0 2 4 6 9],[0 2 4 7 9],[0 3 4 5 8],[0 1 2 3 4 5],[0 1 2 3 4 6],[0 1 2 3 4 7],[0 1 2 3 4 8],[0 1 2 3 5 6],[0 1 2 3 5 7],[0 1 2 3 5 8],[0 1 2 3 6 7],[0 1 2 3 6 8],[0 1 2 3 6 9],[0 1 2 3 7 8],[0 1 2 4 5 6],[0 1 2 4 5 7],[0 1 2 4 5 8],[0 1 2 4 6 7],[0 1 2 4 6 8],[0 1 2 4 6 9],[0 1 2 4 7 8],[0 1 2 4 7 9],[0 1 2 5 6 7],[0 1 2 5 6 8],[0 1 2 5 6 9],[0 1 2 5 7 8],[0 1 2 5 7 9],[0 1 2 6 7 8],[0 1 3 4 5 7],[0 1 3 4 5 8],[0 1 3 4 6 7],[0 1 3 4 6 8],[0 1 3 4 6 9],[0 1 3 4 7 8],[0 1 3 4 7 9],[0 1 3 5 6 8],[0 1 3 5 6 9],[0 1 3 5 7 8],[0 1 3 5 7 9],[0 1 3 5 8 9],[0 1 3 6 7 9],[0 1 3 6 8 9],[0 1 4 5 6 8],[0 1 4 5 8 9],[0 1 4 6 7 9],[0 2 3 4 5 7],[0 2 3 4 5 8],[0 2 3 4 6 8],[0 2 3 4 6 9],[0 2 3 5 6 8],[0 2 3 5 7 9],[0 2 4 5 7 9],[0 2 4 6 8 10],[0 1 2 3 4 5 6],[0 1 2 3 4 5 7],[0 1 2 3 4 5 8],[0 1 2 3 4 6 7],[0 1 2 3 4 6 8],[0 1 2 3 4 6 9],[0 1 2 3 4 7 8],[0 1 2 3 4 7 9],[0 1 2 3 5 6 7],[0 1 2 3 5 6 8],[0 1 2 3 5 6 9],[0 1 2 3 5 7 8],[0 1 2 3 5 7 9],[0 1 2 3 5 8 9],[0 1 2 3 6 7 8],[0 1 2 3 6 7 9],[0 1 2 4 5 6 8],[0 1 2 4 5 6 9],[0 1 2 4 5 7 8],[0 1 2 4 5 7 9],[0 1 2 4 5 8 9],[0 1 2 4 6 7 8],[0 1 2 4 6 7 9],[0 1 2 4 6 8 9],[0 1 2 4 6 8 10],[0 1 2 4 7 8 9],[0 1 2 5 6 8 9],[0 1 3 4 5 6 8],[0 1 3 4 5 7 8],[0 1 3 4 5 7 9],[0 1 3 4 6 7 9],[0 1 3 4 6 8 9],[0 1 3 4 6 8 10],[0 1 3 5 6 7 9],[0 1 3 5 6 8 10],[0 2 3 4 5 6 8],[0 2 3 4 5 7 9],[0 2 3 4 6 7 9],[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 8],[0 1 2 3 4 5 6 9],[0 1 2 3 4 5 7 8],[0 1 2 3 4 5 7 9],[0 1 2 3 4 5 8 9],[0 1 2 3 4 6 7 8],[0 1 2 3 4 6 7 9],[0 1 2 3 4 6 8 9],[0 1 2 3 4 6 8 10],[0 1 2 3 4 7 8 9],[0 1 2 3 5 6 7 8],[0 1 2 3 5 6 7 9],[0 1 2 3 5 6 8 9],[0 1 2 3 5 6 8 10],[0 1 2 3 5 7 8 9],[0 1 2 3 5 7 8 10],[0 1 2 3 6 7 8 9],[0 1 2 4 5 6 7 9],[0 1 2 4 5 6 8 9],[0 1 2 4 5 6 8 10],[0 1 2 4 5 7 8 9],[0 1 2 4 5 7 8 10],[0 1 2 4 5 7 9 10],[0 1 2 4 6 7 8 10],[0 1 3 4 5 6 7 9],[0 1 3 4 5 6 8 9],[0 2 3 4 5 6 7 9],[0 1 2 3 4 5 6 7 9],[0 1 2 3 4 5 6 8 9],[0 1 2 3 4 5 6 8 10],[0 1 2 3 4 5 7 8 9],[0 1 2 3 4 5 7 8 10],[0 1 2 3 4 6 7 8 9],[0 1 2 3 4 6 7 8 10],[0 1 2 3 4 6 7 9 10],[0 1 2 3 5 6 7 8 10],[0 1 2 4 5 6 8 9 10],[0 1 2 3 4 5 6 7 8 9],[0 1 2 3 4 5 6 7 8 10],[0 1 2 3 4 5 6 7 9 10],[0 1 2 3 4 5 6 8 9 10],[0 1 2 3 4 5 7 8 9 10],[0 1 2 3 4 5 6 7 8 9 10],[0 1 2 3 4 5 6 7 8 9 10 11]
Op. 19 i,35.416666666666636,6.041666666666667,0.5416666666666666,0.5,0.875,0.16666666666666666,0.6666666666666666,0.29166666666666663,0.041666666666666664,0.4583333333333333,0.375,0.25,0.16666666666666666,0.16666666666666666,0.7500000000000001,0.29166666666666663,0.08333333333333333,0,0.25,0.25,0.125,0.16666666666666666,1.0,0,0.16666666666666666,0,0.5833333333333334,0.125,0.08333333333333333,0.041666666666666664,0.41666666666666663,0,0.9166666666666666,0.625,0.9166666666666667,0.041666666666666664,0,0.125,0.125,0.25,0.125,0.125,0.20833333333333331,0.08333333333333333,0,0,0,0.5,0,0,0.125,0.25,0.125,0.25,0.45833333333333337,0,0,0,0,0,0.5416666666666666,0.08333333333333333,0,0,0,0,0.16666666666666666,0.08333333333333333,0,0.20833333333333331,0,0,0,0,0.16666666666666666,0,0.125,0,0.125,0,0.29166666666666663,0.25,0.16666666666666666,0.125,0.125,0.08333333333333333,0.20833333333333331,0.16666666666666666,0.25,0.041666666666666664,0.08333333333333333,0.125,0.16666666666666666,0,0.125,0.3333333333333333,0.20833333333333331,0,0,0.75,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.041666666666666664,0,0.16666666666666666,0.20833333333333331,0,0,0.20833333333333331,0,0,0.3333333333333333,0,0,0,0.041666666666666664,0.08333333333333333,0.125,0.08333333333333333,0,0.08333333333333333,0.041666666666666664,0,0,0.16666666666666666,0,0,0,0.125,0,0,0.08333333333333333,0.16666666666666666,0.08333333333333333,0,0.25,0.9583333333333334,0.125,0,0.041666666666666664,0.16666666666666666,0,0.16666666666666666,0.37499999999999994,0.041666666666666664,0.041666666666666664,0,0,0.16666666666666666,0.041666666666666664,0.16666666666666666,0.16666666666666666,0.08333333333333333,0,0.08333333333333333,0,0.08333333333333333,0.16666666666666666,0.3333333333333333,0,0,0,0.125,0,0,0,0.08333333333333333,0.08333333333333333,0,0.041666666666666664,0.08333333333333333,0.25,0,0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0,0.125,0,0,0,0.125,0,0,0.41666666666666663,0,0.16666666666666666,0.08333333333333333,0,0,0.08333333333333333,0,0.20833333333333331,0.08333333333333333,0,0,0.08333333333333333,0,0,0,0,0.25,0,0,0.08333333333333333,0.16666666666666666,0.29166666666666663,0.16666666666666666,0.08333333333333333,0.08333333333333333,0,0.125,0.08333333333333333,0,0.08333333333333333,0.3333333333333333,0
Op. 19 ii,41.625,5.25,1.125,0.75,0.75,0.5,0.875,0.5,1.125,1.375,0.25,1.5,1.875,0.25,0.75,0.25,0,0,0,0,0,0.25,0.5,0.25,0.125,0.125,0.125,0.125,0,0,0.5,0,0,0.25,1.25,0.25,0,0.25,0,0.375,0,0,0.125,0.125,0.125,0,0.25,0,0,0.125,1.25,0.125,0.125,0.375,0.125,0.25,0.25,0.25,0,0,0.625,0,0.25,0,0,0.25,0.25,0.25,0,0.375,0,0,0.125,0,0,0,0,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0.25,0.125,0,0.5,0.25,0.25,0,0.375,0,0.125,0.5,0.125,0,0.25,0.375,0.125,0.375,0.25,0.125,0,0,0,0,0.25,0,0,0,0.125,0,0,0.25,0.25,0,0,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0.375,0,0.25,0,0,0.25,0,0.5,0,0.625,0.375,0,0.125,0,0,0.125,0.125,0.25,0,0.25,0,0,0,0.5,0,0.25,0,0,0.25,0,0,0,0,0,0.5,0,0,0.25,0,0,0.25,0.375,0.125,0,0,0,0,0,0.5,0.25,0,0,0,0,0.125,0,0.125,0,0,0,0,0,0,0,0,0.125,0,0.5,0.125,0,0,0,0.25,0,0,0,0,0,0
Op. 20 i,119.45178571428623,33.14821428571426,17.617857142857137,0.8535714285714286,2.330357142857143,9.960119047619049,19.88035714285714,3.3196428571428567,2.25,1.1071428571428572,2.644047619047619,4.517857142857144,15.002976190476193,0,1.0357142857142858,1.2142857142857144,0.8910714285714286,0,0,0.17857142857142858,0,0,0.6857142857142857,0,0,0,0,0,0,0.0625,0.275,0,0.25,0.8642857142857143,0.4625,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 20 ii,269.5733977948962,80.00208438865494,34.115281345219195,13.072003857756663,5.332656926406926,10.589150432900434,27.066889804184882,8.384693243914553,2.5675493592916463,3.809583519928347,9.384902015547178,13.086416675288985,20.19384755648284,0.9090909090909091,1.889069264069264,3.3253991909729614,5.067532467532467,1.338474025974026,2.2213203463203457,0.5378787878787878,0.7196969696969697,0.07936507936507936,0.3106060606060606,0.6448163905060457,0.1694915254237288,0.08333333333333333,0,0,0.3005952380952381,2.0198248274096438,3.41231737012987,0.1515151515151515,1.2648617511520737,3.303918115782522,5.6583320893665725,0.8522727272727271,3.7725649350649353,0,0.11363636363636363,0,0,0,0,0,0,0,0.625,0,0,0.07575757575757575,0.11363636363636363,0,0,0.6792264752791067,0,0,0,0.44999999999999996,0,0,0.26785714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0.303030303030303,0,0,0.08064516129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.22727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 21 i,295.80000000000354,62.69999999999986,37.19999999999998,22.800000000000015,12.000000000000005,9.899999999999999,19.50000000000001,6.599999999999999,11.700000000000006,9.599999999999998,14.100000000000007,15.600000000000001,8.399999999999999,4.799999999999999,7.1999999999999975,8.1,7.799999999999997,1.8,6.599999999999998,0,0,0,1.2,1.2,1.2,1.8,0,0,1.2,0,4.199999999999999,1.2,1.2,2.9999999999999996,1.8,1.2,0,0,1.2,0.6,1.2,0,0,0,0,1.2,4.8,0.6,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 21 ii,93.90046296296305,24.82133838383841,5.948232323232323,7.317340067340068,3.521464646464646,5.670454545454544,5.900252525252526,4.37878787878788,1.2386363636363635,0.34511784511784516,1.9595959595959593,3.8156565656565653,7.523989898989899,0,3.4448653198653196,0.6818181818181818,1.448232323232323,1.0,0.9806397306397305,0.25,1.75,0,0,0,0,0,0,0.3888888888888889,0.4351851851851852,0,0.09259259259259259,0,0,0,0.25,0.45454545454545453,0.45454545454545453,0,0,0,0,0.2777777777777778,0,0,0,0,0,0,0,1.5833333333333333,2.1553030303030303,0,0,0,0,0,0,0,0,0.22727272727272727,0,0.22727272727272727,0,0,0.6527777777777777,0,0,0,0.45454545454545453,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3749999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0,0,0,0,0,0,0,0,0,0,0
Op. 22 i,108.0555555555548,59.722222222222356,8.88888888888889,3.6111111111111103,9.444444444444446,3.3333333333333326,3.055555555555555,1.6666666666666665,1.1111111111111112,4.166666666666666,2.4999999999999996,2.4999999999999996,1.6666666666666665,0,1.3888888888888888,0,0,0.5555555555555556,1.6666666666666665,0,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,0.5555555555555556,0,0,0,0,0.5555555555555556,0,0,0,0,0,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 22 ii,98.371317340067,30.505997474747485,15.095764189514192,2.0535714285714284,7.045529701779706,5.237268518518522,7.094576719576722,2.787247474747475,1.9212962962962963,2.706845238095238,4.57260101010101,4.235374579124579,3.7361111111111107,0,1.185515873015873,0.931712962962963,0.6944444444444444,0.8680555555555556,1.0639880952380953,0.1388888888888889,0.1388888888888889,0,0.1388888888888889,0.4513888888888889,0.2777777777777778,0.1388888888888889,0.1388888888888889,0,0,0.5555555555555556,0.17857142857142858,0.3125,1.1458333333333335,0.5555555555555556,0,0.2777777777777778,0.4722222222222222,0.23809523809523808,0.3125,0.2777777777777778,0,0.1388888888888889,0,0,0.1388888888888889,0,0,0,0.2777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388888888888889,0,0,0,0,0.1388888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 23 i,103.02083333333336,31.625000000000004,4.791666666666666,6.354166666666666,5.833333333333334,4.322916666666666,8.229166666666666,2.1875,0.9375,3.802083333333333,5.052083333333333,2.03125,1.25,1.6666666666666665,2.6041666666666665,2.083333333333333,0.625,0.78125,1.8229166666666665,2.03125,0,0.78125,0.3125,0.3125,0,0.9895833333333333,0,0,0.5208333333333333,1.09375,0.625,2.4375,1.6666666666666665,0,0,0,0,0.3125,2.03125,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0.26041666666666663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0.8333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10416666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20833333333333331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 23 ii,62.21666666666675,22.850000000000005,2.5,2.944444444444444,5.94074074074074,5.555555555555556,1.6111111111111112,1.0555555555555556,0,0.2777777777777778,1.4722222222222223,1.3333333333333335,1.4277777777777778,0.2777777777777778,0.7777777777777778,0.5555555555555556,0,0.2777777777777778,0.5555555555555556,0.2777777777777778,0,0.09999999999999999,0.37037037037037035,0,0,0.7444444444444444,0.09999999999999999,0,0,0.6481481481481481,0.8,0.712962962962963,0.7,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.19999999999999998,0,0,0,0,0,0.18518518518518517,0,0,0.7999999999999999,0.5629629629629629,0,0,0,0,0,0.9759259259259259,0,0,0,0,0,0,0,0,0.662962962962963,0.09259259259259259,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09999999999999999,0,0,0,0,0,0.09999999999999999,0,0.5777777777777777,0,0,0,0,0.09999999999999999,0,0,0,0,0,0.09259259259259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333333333333333,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.19999999999999998,0,0,0,0,0,0,0,0,0,0.19999999999999998,0,0,0.09999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09999999999999999,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 23 iii,77.11428571428577,34.707142857142784,3.232142857142857,5.221428571428572,6.364285714285714,7.2071428571428555,1.8785714285714283,0.075,0.32857142857142857,0.43214285714285716,3.942857142857142,1.3892857142857142,1.4928571428571429,0.5535714285714286,1.0892857142857144,1.7285714285714286,0.17857142857142858,0.5357142857142857,0.8357142857142857,0.8607142857142858,0,0.7321428571428572,0,0,0,0,0.32857142857142857,0,0,0.6571428571428571,0,0.6571428571428571,0.7142857142857143,0,0,0,0,0.075,0.35714285714285715,0,0,0,0.15,0,0,0,0.43214285714285716,0,0,0,0,0,0,0.15,0,0,0.15,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0.35714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 24 i,124.65833333333315,44.11666666666671,11.866666666666665,5.199999999999999,4.449999999999999,7.375,4.566666666666666,1.4833333333333332,4.375,3.1750000000000003,8.775,4.3,7.4499999999999975,0.39999999999999997,0.5,0.3,0.6,0.39999999999999997,1.7999999999999998,0.8999999999999999,0,0.7,1.5999999999999999,0.7749999999999999,0.19999999999999998,0.39999999999999997,0.6,0,0,0.7999999999999999,1.5,2.1999999999999997,0,0,0,0.25,0,0.19999999999999998,0.19999999999999998,0,0,0.3,0.19999999999999998,0,0,0,0.125,0,0,0,0,0,0,0,0,0.19999999999999998,0,0,0,0,0,0,0,0.39999999999999997,0,0,0,0.09999999999999999,0.39999999999999997,0,0,0,0,1.1749999999999998,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 24 ii,120.75,35.25,29.75,0,0,8.0,0,0,4.75,1.75,22.75,11.25,4.75,1.75,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 24 iii,57.66666666666673,24.361111111111132,5.902777777777778,0.5,1.125,0.875,1.5555555555555554,0.2777777777777778,1.0,1.0833333333333335,10.430555555555554,0.5277777777777778,1.5555555555555556,0,0,0,0,1.0833333333333335,0,0,0,0.2777777777777778,1.3611111111111112,0,0,1.1111111111111112,0,0,0,1.6388888888888888,0,0,1.0833333333333335,0.2777777777777778,0,0,0,0.2777777777777778,0.8055555555555556,0,0,0,0,0,0,0,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 25 i,39.16666666666665,21.5,1.666666666666667,2.8333333333333326,1.6666666666666665,1.1666666666666665,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8333333333333333,0,0,0,0,0.5,1.0,0,0,2.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.5,0.5,0.3333333333333333,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 25 ii,78.39285714285712,24.553571428571416,9.821428571428571,4.732142857142857,4.375,2.857142857142857,2.142857142857143,1.9642857142857144,0.26785714285714285,4.375,4.732142857142857,0.8035714285714286,3.392857142857143,0,0.8035714285714286,0.26785714285714285,0,0.26785714285714285,0,0,0.26785714285714285,0.5357142857142857,0.5357142857142857,0,0.5357142857142857,0.5357142857142857,0.5357142857142857,0.7142857142857143,0,1.7857142857142856,0.26785714285714285,1.25,1.0714285714285714,0,0.26785714285714285,0,0,0.26785714285714285,0,0.26785714285714285,0,0,0,0,0,0,0.26785714285714285,0,0,0.5357142857142857,0.26785714285714285,0.26785714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35714285714285715,0,0,0,0,0,0,0.5357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
