Duration,[0],[0 1],[0 2],[0 3],[0 4],[0 5],[0 6],[0 1 2],[0 1 3],[0 1 4],[0 1 5],[0 1 6],[0 2 4],[0 2 5],[0 2 6],[0 2 7],[0 3 6],[0 3 7],[0 4 8],[0 1 2 3],[0 1 2 4],[0 1 2 5],[0 1 2 6],[0 1 2 7],[0 1 3 4],[0 1 3 5],[0 1 3 6],[0 1 3 7],[0 1 4 5],[0 1 4 6],[0 1 4 7],[0 1 4 8],[0 1 5 6],[0 1 5 7],[0 1 5 8],[0 1 6 7],[0 2 3 5],[0 2 3 6],[0 2 3 7],[0 2 4 6],[0 2 4 7],[0 2 4 8],[0 2 5 7],[0 2 5 8],[0 2 6 8],[0 3 4 7],[0 3 5 8],[0 3 6 9],[0 1 2 3 4],[0 1 2 3 5],[0 1 2 3 6],[0 1 2 3 7],[0 1 2 4 5],[0 1 2 4 6],[0 1 2 4 7],[0 1 2 4 8],[0 1 2 5 6],[0 1 2 5 7],[0 1 2 5 8],[0 1 2 6 7],[0 1 2 6 8],[0 1 3 4 6],[0 1 3 4 7],[0 1 3 4 8],[0 1 3 5 6],[0 1 3 5 7],[0 1 3 5 8],[0 1 3 6 7],[0 1 3 6 8],[0 1 3 6 9],[0 1 3 7 8],[0 1 4 5 7],[0 1 4 5 8],[0 1 4 6 8],[0 1 4 6 9],[0 1 4 7 8],[0 2 3 4 6],[0 2 3 4 7],[0 2 3 5 7],[0 2 3 5 8],[0 2 3 6 8],[0 2 4 5 8],[0 2 4 6 8],[0 2 4 6 9],[0 2 4 7 9],[0 3 4 5 8],[0 1 2 3 4 5],[0 1 2 3 4 6],[0 1 2 3 4 7],[0 1 2 3 4 8],[0 1 2 3 5 6],[0 1 2 3 5 7],[0 1 2 3 5 8],[0 1 2 3 6 7],[0 1 2 3 6 8],[0 1 2 3 6 9],[0 1 2 3 7 8],[0 1 2 4 5 6],[0 1 2 4 5 7],[0 1 2 4 5 8],[0 1 2 4 6 7],[0 1 2 4 6 8],[0 1 2 4 6 9],[0 1 2 4 7 8],[0 1 2 4 7 9],[0 1 2 5 6 7],[0 1 2 5 6 8],[0 1 2 5 6 9],[0 1 2 5 7 8],[0 1 2 5 7 9],[0 1 2 6 7 8],[0 1 3 4 5 7],[0 1 3 4 5 8],[0 1 3 4 6 7],[0 1 3 4 6 8],[0 1 3 4 6 9],[0 1 3 4 7 8],[0 1 3 4 7 9],[0 1 3 5 6 8],[0 1 3 5 6 9],[0 1 3 5 7 8],[0 1 3 5 7 9],[0 1 3 5 8 9],[0 1 3 6 7 9],[0 1 3 6 8 9],[0 1 4 5 6 8],[0 1 4 5 8 9],[0 1 4 6 7 9],[0 2 3 4 5 7],[0 2 3 4 5 8],[0 2 3 4 6 8],[0 2 3 4 6 9],[0 2 3 5 6 8],[0 2 3 5 7 9],[0 2 4 5 7 9],[0 2 4 6 8 10],[0 1 2 3 4 5 6],[0 1 2 3 4 5 7],[0 1 2 3 4 5 8],[0 1 2 3 4 6 7],[0 1 2 3 4 6 8],[0 1 2 3 4 6 9],[0 1 2 3 4 7 8],[0 1 2 3 4 7 9],[0 1 2 3 5 6 7],[0 1 2 3 5 6 8],[0 1 2 3 5 6 9],[0 1 2 3 5 7 8],[0 1 2 3 5 7 9],[0 1 2 3 5 8 9],[0 1 2 3 6 7 8],[0 1 2 3 6 7 9],[0 1 2 4 5 6 8],[0 1 2 4 5 6 9],[0 1 2 4 5 7 8],[0 1 2 4 5 7 9],[0 1 2 4 5 8 9],[0 1 2 4 6 7 8],[0 1 2 4 6 7 9],[0 1 2 4 6 8 9],[0 1 2 4 6 8 10],[0 1 2 4 7 8 9],[0 1 2 5 6 8 9],[0 1 3 4 5 6 8],[0 1 3 4 5 7 8],[0 1 3 4 5 7 9],[0 1 3 4 6 7 9],[0 1 3 4 6 8 9],[0 1 3 4 6 8 10],[0 1 3 5 6 7 9],[0 1 3 5 6 8 10],[0 2 3 4 5 6 8],[0 2 3 4 5 7 9],[0 2 3 4 6 7 9],[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 8],[0 1 2 3 4 5 6 9],[0 1 2 3 4 5 7 8],[0 1 2 3 4 5 7 9],[0 1 2 3 4 5 8 9],[0 1 2 3 4 6 7 8],[0 1 2 3 4 6 7 9],[0 1 2 3 4 6 8 9],[0 1 2 3 4 6 8 10],[0 1 2 3 4 7 8 9],[0 1 2 3 5 6 7 8],[0 1 2 3 5 6 7 9],[0 1 2 3 5 6 8 9],[0 1 2 3 5 6 8 10],[0 1 2 3 5 7 8 9],[0 1 2 3 5 7 8 10],[0 1 2 3 6 7 8 9],[0 1 2 4 5 6 7 9],[0 1 2 4 5 6 8 9],[0 1 2 4 5 6 8 10],[0 1 2 4 5 7 8 9],[0 1 2 4 5 7 8 10],[0 1 2 4 5 7 9 10],[0 1 2 4 6 7 8 10],[0 1 3 4 5 6 7 9],[0 1 3 4 5 6 8 9],[0 2 3 4 5 6 7 9],[0 1 2 3 4 5 6 7 9],[0 1 2 3 4 5 6 8 9],[0 1 2 3 4 5 6 8 10],[0 1 2 3 4 5 7 8 9],[0 1 2 3 4 5 7 8 10],[0 1 2 3 4 6 7 8 9],[0 1 2 3 4 6 7 8 10],[0 1 2 3 4 6 7 9 10],[0 1 2 3 5 6 7 8 10],[0 1 2 4 5 6 8 9 10],[0 1 2 3 4 5 6 7 8 9],[0 1 2 3 4 5 6 7 8 10],[0 1 2 3 4 5 6 7 9 10],[0 1 2 3 4 5 6 8 9 10],[0 1 2 3 4 5 7 8 9 10],[0 1 2 3 4 5 6 7 8 9 10],[0 1 2 3 4 5 6 7 8 9 10 11]
Op. 7 iv,32.242857142857154,6.699999999999999,2.25,0.6071428571428572,1.5,0.25,3.107142857142857,0.25,0,0,0,1.25,1.25,0,1.0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.35714285714285715,0,0,0,0,0,0.09999999999999999,0,0,0.7142857142857143,0,0,0,0,0,0.7142857142857143,0,0,0,0,0,0,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8999999999999999,0,0,0,0,0,0,0.3,0,0,0,0.7142857142857143,0,0,0,0.35714285714285715,0,0,0,0.35714285714285715,0,0,0,0.7571428571428571,0.625,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.35714285714285715,0,0,0.35714285714285715,0.7142857142857143,2.5,0,0,0,0,0,0.35714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 8 i,37.91666666666667,13.533333333333335,3.25,2.75,2.6666666666666665,1.4999999999999998,1.3833333333333333,1.25,0.2,0.25,1.1666666666666665,1.0666666666666667,1.0166666666666666,0,0.7833333333333332,0.25,0,0.25,1.2666666666666666,0,0,0,0,0.9166666666666665,0.25,0.3333333333333333,0,0.16666666666666666,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0.41666666666666663,0,0,0.3333333333333333,0,0.25,0,0,0.41666666666666663,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 8 ii,46.719696969696905,19.7651515151515,3.5227272727272716,1.6363636363636362,2.1818181818181817,0.9848484848484848,2.0227272727272725,0.9090909090909091,0.11363636363636362,0.5681818181818181,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.22727272727272727,0.11363636363636362,0.3181818181818181,0.4545454545454545,0.34090909090909083,0.13636363636363635,0,0,0,0.3409090909090909,0,0,0.11363636363636362,0.4545454545454545,0,0,0.5681818181818181,0,0,0,0.22727272727272727,0.22727272727272727,0,0,0.2727272727272727,0.2954545454545454,0.22727272727272727,0,0,0,0,0.22727272727272724,0,0.11363636363636362,0,0,0,0.5,1.0,0,1.2272727272727273,0,0.25,0,0.3787878787878788,0,0,0,0,0,0,0.3409090909090909,0,0.22727272727272727,0,0,0,0,0.45454545454545453,0.8333333333333333,0.1515151515151515,0,0.45454545454545453,0.5,0.25,0,0,0,0,0.22727272727272727,0,0,0,0.22727272727272727,0,0,0,0,0,0,0,0.45454545454545453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45454545454545453,0,0,0,0,0,0,0.1515151515151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 9 i,24.4810606060606,7.923295454545454,5.235795454545454,0.5,1.3125,0.3333333333333333,0.75,0.25,0.2708333333333333,0.3125,0.8939393939393938,1.1041666666666665,1.712121212121212,0,0,0,0.16666666666666666,0,0,0,0,0,0.5,0.20833333333333331,0,0,0,0,0,0.16666666666666666,0,0.11363636363636362,0,0,0,0,0.22727272727272724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 9 ii,19.737500000000008,7.374999999999998,2.6,0,0,0.75,1.1,0.09999999999999999,0.95,0.6,0.3,0.3,0.19999999999999998,0,0,0,0.3,0,0.3,0,0.3,0,0.6,0,0.09999999999999999,0,0,0,0,1.9000000000000001,0,0,0.3,0,0,0,0,0,0,0.44999999999999996,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 9 iii,13.139097744360912,2.9511278195488715,0.9953007518796994,0.39473684210526316,0,0,0.3486842105263158,0.4605263157894737,0.5733082706766918,0.39473684210526316,0.17857142857142858,0.9605263157894738,0.3815789473684211,0,0,0.02631578947368421,0.07894736842105264,0,0,0,0,0,0,0,0,0,0,0,0.39473684210526316,0.7894736842105263,0.19736842105263158,0,0,0.2443609022556391,0,0,0.19736842105263158,0,0.19736842105263158,0.5357142857142857,0,0,0.17857142857142858,0,0,0,0.19736842105263158,0,0,0,0,0,0,0.5921052631578947,0,0,0.19736842105263158,0.10526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17857142857142858,0.7894736842105263,0,0.10526315789473684,0.17857142857142858,0,0,0,0,0.31578947368421056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 9 iv,9.75,3.2083333333333335,1.2083333333333335,0.5,0.25,0.25,0.41666666666666663,0,0.16666666666666666,0,0,0.41666666666666663,0.8333333333333334,0,0.125,0,0.125,0,0,0,0,0,0,0.16666666666666666,0.20833333333333331,0,0.25,0,0,0.25,0,0,0,0,0.5833333333333334,0.16666666666666666,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 9 v,19.833333333333336,4.166666666666666,3.5,0,0,0,0.5,0,2.6666666666666665,0.25,2.0,1.5,2.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 9 vi,19.16666666666666,5.476190476190476,5.357142857142858,1.3095238095238095,0,0.23809523809523808,1.0119047619047619,0.47619047619047616,0.23809523809523808,0.8928571428571428,0.23809523809523808,0.11904761904761904,1.0714285714285714,0,0,0.23809523809523808,0,0,0,0,0,0,0.5357142857142857,0,0.23809523809523808,0,0,0.35714285714285715,0,0,0,0.35714285714285715,0.11904761904761904,0.35714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17857142857142858,0,0,0,0,0,0.17857142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17857142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 10 i,27.499999999999996,12.3,2.5999999999999996,0.6,1.2,0.39999999999999997,0.6,0.39999999999999997,0.39999999999999997,1.2,0,1.2,0.7999999999999999,0,0.5,0,0,0.39999999999999997,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.3,0,0.6,0,0.19999999999999998,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.7999999999999999,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0.19999999999999998,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 10 ii,23.624999999999993,6.416666666666666,1.125,0.7083333333333333,0.275,0.8,0.525,0.4,0.75,0.625,0.875,0.5833333333333333,0,0,0.041666666666666664,0.08333333333333333,0.08333333333333333,0,0.20833333333333331,0,0,0,0.125,0,0.125,0.375,0,0,0.125,0.375,0.125,0,0.375,0.1875,0.875,0.25,0,0.375,0.5625,0,0,0,0,0.375,0,0,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.1875,0,0,0,0,0.375,0,0,0.4375,0.125,0.375,0,0.625,0,0,0,0,0.375,0.125,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 10 iii,53.0,7.5,0.3333333333333333,0.8333333333333333,3.333333333333333,0,0.3333333333333333,0,0,0,0.5,0,0.25,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0.16666666666666666,0.08333333333333333,0,0,0,0.5,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0.5,0,2.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999999999999999,2.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 10 iv,16.0,6.416666666666668,3.983333333333334,0.4,0,0,0.2,0.5,0.5,0.5,0,1.1666666666666665,0.5833333333333333,0,0,0,0,0,0,0,0,0,0,0.5833333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 10 v,26.38157894736842,11.11842105263158,0.29605263157894735,0.6907894736842105,0.2631578947368421,0.09868421052631579,0.19736842105263158,0.6907894736842105,0,0,0,0.39473684210526316,0.39473684210526316,0,0,0,0.19736842105263158,0,0,0,0,0,0,0,0,0.19736842105263158,0,0,0,0,0,0.29605263157894735,0,0.19736842105263158,0,0,0,0.39473684210526316,0.7894736842105264,0.39473684210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5921052631578947,0,0.09868421052631579,0,1.5789473684210527,0,0,0,0.39473684210526316,0,0,0,0,0,0,0,0.39473684210526316,0,0.5921052631578947,0.09868421052631579,0,0.29605263157894735,0,0,0,0,0,0.7894736842105263,0,0.19736842105263158,0,0,0,0,0,0,0.09868421052631579,0,0,0,0,0,0,0,0,0,0,0,0,0.493421052631579,0,0,0,0,0.09868421052631579,0,0,0,0,0,0,0,0.19736842105263158,0.09868421052631579,0.09868421052631579,0,0,0,0.29605263157894735,0,0,0.19736842105263158,0.19736842105263158,0,0,0,0,0,0.19736842105263158,1.1842105263157894,0,0,0,0,0,0,0.7894736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0.29605263157894735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09868421052631579,0.13157894736842105,0,0,0,0,0,0,0,0,0,0.06578947368421052,0,0,0,0,0,0,0,0,0.19736842105263158,0,0,0,0,0,0
Op. 11 i,38.2758620689655,17.58620689655173,3.1034482758620694,0,0,0,1.0344827586206897,0.5172413793103449,0.7758620689655173,0,0,0,1.293103448275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5172413793103449,0,0,0,2.586206896551724,0,2.0689655172413794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5172413793103449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0344827586206897,0,0,0,0,0,0,0,0,1.0344827586206897,0,0,0,0,0,0,0,0,1.0344827586206897,0,0,0,0,0,0,0,0,0,1.0344827586206897,0,0,1.5517241379310347,0,0,0,0,0,0,0,2.586206896551724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 11 ii,18.65000000000001,7.949999999999997,0.6,0,0.19999999999999998,0.65,0.44999999999999996,0.19999999999999998,0,0,1.2,0.6,0.5,0,0,0.3,0,0,0,0,0,0,0,0.8999999999999999,0.3,0,0,0,0,1.2,0.6,0,0.39999999999999997,0,1.2,0,0,0,0.8999999999999999,0,0,0,0,0,0,0,0.19999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 11 iii,40.80000000000002,18.0,0,0,0,0,0,0,0,0,0.7999999999999999,0,0,0,0,0,0,0,0,0,0,7.199999999999999,2.0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5999999999999999,0,0,2.4,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 12 i,46.833333333333336,9.249999999999998,0.75,0.25,0.5833333333333333,0.25,0.3333333333333333,0.25,0,0.3333333333333333,0,0.3333333333333333,1.1666666666666665,0,1.3333333333333333,0,0,1.0,0,0,0,0,2.5,1.0,0,0,0.3333333333333333,0,0,1.0,3.833333333333333,0,2.333333333333333,0,0,0,0,0,0,3.0,0,0.3333333333333333,0,0,0,0,0,0.6666666666666666,0,0,0,0,0,0,0.5,0.8333333333333333,0.6666666666666666,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0,0.5,1.1666666666666665,1.5,0.3333333333333333,0,0.3333333333333333,0,0.16666666666666666,0,0,0.5,0,0,0,1.1666666666666665,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0.75,0,0,0.8333333333333333,0,0,0.5,0,0,0.16666666666666666,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0.3333333333333333,0,0.3333333333333333,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
